train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate,train/critic_loss,train/ent_coef
,,23.64,9,540960,,57810,6652,-22.65,,0.99,,
,,24.0,9,541088,,57812,6656,-23.02,,0.98,,
,,24.0,9,541344,,57818,6660,-23.02,,0.98,,
,,24.54,9,541504,,57822,6664,-23.56,,0.98,,
,,24.97,9,541568,,57823,6668,-23.99,,0.98,,
,,26.37,9,541664,,57826,6672,-25.39,,0.98,,
,,27.1,9,541760,,57829,6676,-26.12,,0.98,,
,,27.89,9,541824,,57831,6680,-26.91,,0.98,,
,,28.21,9,541856,,57832,6684,-27.23,,0.98,,
,,28.43,9,542112,,57837,6688,-27.45,,0.98,,
,,28.2,9,542272,,57843,6692,-27.22,,0.98,,
,,28.08,9,542400,,57846,6696,-27.1,,0.98,,
,,28.29,9,542496,,57848,6700,-27.31,,0.98,,
,,28.42,9,542592,,57851,6704,-27.44,,0.98,,
,,28.52,9,542720,,57854,6708,-27.54,,0.98,,
0.0001,-6.753047429025173,28.58,9,542784,16960,58047,6712,-27.6,7.14072673022747,0.98,0.4086402622051537,0.18674809020012617
,,28.56,9,542880,,58050,6716,-27.58,,0.98,,
,,29.72,9,542944,,58051,6720,-28.74,,0.98,,
,,29.48,9,543008,,58053,6724,-28.5,,0.98,,
,,29.35,9,543168,,58056,6728,-28.37,,0.98,,
,,29.35,9,543168,,58056,6732,-28.37,,0.98,,
,,29.36,9,543328,,58059,6736,-28.38,,0.98,,
,,29.71,9,543360,,58060,6740,-28.73,,0.98,,
,,28.72,9,543424,,58061,6744,-27.73,,0.99,,
,,28.6,9,543456,,58062,6748,-27.61,,0.99,,
,,28.07,9,543584,,58065,6752,-27.08,,0.99,,
,,26.83,9,543744,,58068,6756,-25.83,,1.0,,
,,26.03,9,543904,,58071,6760,-25.03,,1.0,,
,,25.05,9,544064,,58075,6764,-24.05,,1.0,,
,,25.01,9,544160,,58078,6768,-24.01,,1.0,,
,,24.8,9,544256,,58080,6772,-23.8,,1.0,,
,,25.97,9,544640,,58087,6776,-24.99,,0.98,,
0.0001,-6.721259325742722,26.21,9,544800,17024,58282,6780,-25.23,7.017932310700417,0.98,0.38907764898613095,0.18564803805202246
,,26.46,9,544864,,58284,6784,-25.48,,0.98,,
,,27.07,9,544992,,58287,6788,-26.09,,0.98,,
,,27.47,9,545024,,58288,6792,-26.49,,0.98,,
,,27.93,9,545088,,58290,6796,-26.95,,0.98,,
,,28.85,9,545248,,58294,6800,-27.88,,0.97,,
,,28.67,9,545376,,58297,6804,-27.7,,0.97,,
,,28.25,9,545472,,58300,6808,-27.28,,0.97,,
,,27.82,9,545568,,58303,6812,-26.85,,0.97,,
,,27.56,9,545664,,58305,6816,-26.59,,0.97,,
,,26.5,9,545824,,58309,6820,-25.53,,0.97,,
,,26.46,9,545920,,58313,6824,-25.49,,0.97,,
,,26.69,9,546016,,58315,6828,-25.72,,0.97,,
,,26.8,9,546080,,58317,6832,-25.83,,0.97,,
,,27.37,9,546208,,58319,6836,-26.4,,0.97,,
,,27.04,9,546304,,58321,6840,-26.07,,0.97,,
,,27.21,9,546368,,58323,6844,-26.24,,0.97,,
,,27.02,9,546432,,58324,6848,-26.05,,0.97,,
,,27.0,9,546496,,58326,6852,-26.03,,0.97,,
,,26.93,9,546560,,58327,6856,-25.96,,0.97,,
,,26.83,9,546720,,58330,6860,-25.86,,0.97,,
0.0001,-6.705519177019596,27.18,9,546880,17088,58524,6864,-26.21,6.9485969096422195,0.97,0.3683001883327961,0.18455849308520555
,,27.01,9,546944,,58526,6868,-26.05,,0.96,,
,,26.84,9,546976,,58526,6872,-25.88,,0.96,,
,,25.68,9,547104,,58529,6876,-24.71,,0.97,,
,,26.39,9,547360,,58534,6880,-25.44,,0.95,,
,,27.56,9,547552,,58538,6884,-26.63,,0.93,,
,,27.8,9,547904,,58545,6888,-26.87,,0.93,,
,,28.22,9,548064,,58550,6892,-27.29,,0.93,,
,,28.94,9,548096,,58551,6896,-28.01,,0.93,,
,,28.57,9,548128,,58552,6900,-27.63,,0.94,,
,,29.35,9,548160,,58553,6904,-28.41,,0.94,,
,,30.01,9,548192,,58554,6908,-29.07,,0.94,,
,,30.59,9,548320,,58558,6912,-29.65,,0.94,,
,,30.92,9,548448,,58561,6916,-29.98,,0.94,,
,,30.52,9,548608,,58565,6920,-29.58,,0.94,,
,,30.47,9,548640,,58566,6924,-29.53,,0.94,,
,,30.35,9,548672,,58567,6928,-29.41,,0.94,,
,,30.1,9,548736,,58568,6932,-29.16,,0.94,,
,,29.62,9,548864,,58572,6936,-28.68,,0.94,,
0.0001,-6.695642948150635,29.82,9,548960,17152,58765,6940,-28.88,6.878735929727554,0.94,0.4442736799828708,0.18347546574659646
,,29.8,9,549056,,58768,6944,-28.86,,0.94,,
,,29.84,9,549184,,58771,6948,-28.9,,0.94,,
,,29.77,9,549216,,58772,6952,-28.83,,0.94,,
,,29.87,9,549312,,58775,6956,-28.93,,0.94,,
,,29.98,9,549440,,58778,6960,-29.04,,0.94,,
,,29.74,9,549504,,58779,6964,-28.8,,0.94,,
,,28.88,9,549536,,58780,6968,-27.93,,0.95,,
,,27.97,9,549664,,58784,6972,-27.01,,0.96,,
,,27.92,9,549696,,58785,6976,-26.96,,0.96,,
,,26.35,9,549760,,58786,6980,-25.37,,0.98,,
,,23.62,9,549856,,58788,6984,-22.62,,1.0,,
,,23.34,9,549888,,58789,6988,-22.34,,1.0,,
,,22.34,9,549952,,58791,6992,-21.34,,1.0,,
,,21.41,9,550112,,58794,6996,-20.41,,1.0,,
,,20.44,9,550272,,58797,7000,-19.44,,1.0,,
,,19.83,9,550400,,58800,7004,-18.83,,1.0,,
,,20.03,9,550496,,58802,7008,-19.04,,0.99,,
,,20.62,9,550656,,58805,7012,-19.63,,0.99,,
0.0001,-6.702099524438381,21.62,9,551008,17216,59004,7016,-20.64,6.813092410564423,0.98,0.37031087232753634,0.1823967054951936
,,22.57,9,551136,,59007,7020,-21.59,,0.98,,
,,23.66,9,551232,,59010,7024,-22.68,,0.98,,
,,24.42,9,551360,,59013,7028,-23.44,,0.98,,
,,25.25,9,551424,,59015,7032,-24.27,,0.98,,
,,25.5,9,551456,,59016,7036,-24.52,,0.98,,
,,25.56,9,551616,,59021,7040,-24.58,,0.98,,
,,25.62,9,551776,,59025,7044,-24.64,,0.98,,
,,25.56,9,551872,,59028,7048,-24.58,,0.98,,
,,25.59,9,551936,,59029,7052,-24.61,,0.98,,
,,25.42,9,551968,,59030,7056,-24.44,,0.98,,
,,25.68,9,552064,,59033,7060,-24.7,,0.98,,
,,25.43,9,552256,,59038,7064,-24.45,,0.98,,
,,25.58,9,552288,,59039,7068,-24.6,,0.98,,
,,25.83,9,552320,,59040,7072,-24.85,,0.98,,
,,25.65,9,552448,,59043,7076,-24.67,,0.98,,
,,25.47,9,552512,,59045,7080,-24.49,,0.98,,
,,25.59,9,552576,,59047,7084,-24.61,,0.98,,
,,25.69,9,552704,,59050,7088,-24.71,,0.98,,
,,25.79,9,552800,,59053,7092,-24.81,,0.98,,
,,25.83,9,552896,,59055,7096,-24.85,,0.98,,
,,26.68,9,552928,,59056,7100,-25.71,,0.97,,
0.0001,-6.635797083377838,26.42,9,552992,17280,59248,7104,-25.45,6.680633261799812,0.97,0.3716756929643452,0.1813268659170717
,,24.6,9,553056,,59249,7108,-23.62,,0.98,,
,,24.36,9,553120,,59251,7112,-23.38,,0.98,,
,,23.82,9,553216,,59254,7116,-22.84,,0.98,,
,,22.52,9,553312,,59256,7120,-21.54,,0.98,,
,,22.39,9,553376,,59258,7124,-21.42,,0.97,,
,,21.7,9,553440,,59259,7128,-20.73,,0.97,,
,,21.83,9,553536,,59261,7132,-20.87,,0.96,,
,,21.89,9,553696,,59265,7136,-20.94,,0.95,,
,,21.8,9,553728,,59265,7140,-20.85,,0.95,,
,,21.89,9,553856,,59268,7144,-20.94,,0.95,,
,,22.96,9,553888,,59269,7148,-22.02,,0.94,,
,,23.75,9,554432,,59277,7152,-22.81,,0.94,,
,,24.65,9,554528,,59279,7156,-23.71,,0.94,,
,,25.16,9,554592,,59281,7160,-24.22,,0.94,,
,,25.97,9,554656,,59284,7164,-25.03,,0.94,,
,,25.97,9,554656,,59284,7168,-25.03,,0.94,,
,,25.95,9,554688,,59285,7172,-25.01,,0.94,,
,,26.19,9,554944,,59291,7176,-25.25,,0.94,,
0.0001,-6.64744333922863,26.16,9,555040,17344,59483,7180,-25.22,6.6347078159451485,0.94,0.357690597884357,0.18026714422740042
,,26.03,9,555104,,59485,7184,-25.09,,0.94,,
,,25.99,9,555168,,59487,7188,-25.05,,0.94,,
,,25.86,9,555200,,59489,7192,-24.92,,0.94,,
,,25.96,9,555392,,59494,7196,-25.02,,0.94,,
,,25.47,9,555520,,59498,7200,-24.52,,0.95,,
,,25.7,9,555584,,59499,7204,-24.75,,0.95,,
,,25.63,9,555648,,59501,7208,-24.68,,0.95,,
,,25.57,9,555712,,59503,7212,-24.62,,0.95,,
,,24.87,9,555776,,59505,7216,-23.91,,0.96,,
,,25.4,9,555872,,59508,7220,-24.44,,0.96,,
,,24.57,9,555968,,59511,7224,-23.6,,0.97,,
,,24.66,9,556032,,59513,7228,-23.69,,0.97,,
,,23.84,9,556128,,59515,7232,-22.86,,0.98,,
,,23.04,9,556224,,59517,7236,-22.05,,0.99,,
,,22.81,9,556288,,59519,7240,-21.82,,0.99,,
,,22.72,9,556320,,59519,7244,-21.73,,0.99,,
,,21.58,9,556480,,59524,7248,-20.58,,1.0,,
,,21.46,9,556608,,59527,7252,-20.47,,0.99,,
,,20.51,9,556672,,59528,7256,-19.52,,0.99,,
,,21.56,9,556704,,59529,7260,-20.59,,0.97,,
,,22.14,9,556832,,59531,7264,-21.18,,0.96,,
0.0001,-6.635966315865517,23.24,9,557088,17408,59728,7268,-22.3,6.538614131510258,0.94,0.35270930361002684,0.17921207356266677
,,23.5,9,557216,,59731,7272,-22.56,,0.94,,
,,24.28,9,557568,,59737,7276,-23.34,,0.94,,
,,25.1,9,557696,,59740,7280,-24.16,,0.94,,
,,26.06,9,557728,,59740,7284,-25.12,,0.94,,
,,26.98,9,557760,,59741,7288,-26.04,,0.94,,
,,27.24,9,557792,,59742,7292,-26.3,,0.94,,
,,27.58,9,557856,,59744,7296,-26.64,,0.94,,
,,27.68,9,557920,,59745,7300,-26.74,,0.94,,
,,27.62,9,558112,,59749,7304,-26.68,,0.94,,
,,27.5,9,558208,,59751,7308,-26.56,,0.94,,
,,27.4,9,558272,,59753,7312,-26.46,,0.94,,
,,27.49,9,558496,,59758,7316,-26.55,,0.94,,
,,26.99,9,558592,,59761,7320,-26.05,,0.94,,
,,27.38,9,558720,,59764,7324,-26.44,,0.94,,
,,27.71,9,558784,,59766,7328,-26.77,,0.94,,
,,27.9,9,558816,,59767,7332,-26.96,,0.94,,
,,28.17,9,558848,,59768,7336,-27.23,,0.94,,
,,28.93,9,558976,,59773,7340,-27.99,,0.94,,
,,29.0,9,559072,,59776,7344,-28.06,,0.94,,
0.0001,-6.6151677668094635,29.09,9,559136,17472,59967,7348,-28.15,6.485233306884766,0.94,0.37739317305386066,0.17816284019500017
,,28.13,9,559232,,59970,7352,-27.18,,0.95,,
,,28.14,9,559296,,59972,7356,-27.19,,0.95,,
,,26.45,9,559328,,59973,7360,-25.48,,0.97,,
,,25.59,9,559392,,59976,7364,-24.61,,0.98,,
,,24.73,9,559488,,59979,7368,-23.74,,0.99,,
,,24.15,9,559616,,59982,7372,-23.16,,0.99,,
,,22.8,9,559712,,59984,7376,-21.81,,0.99,,
,,22.25,9,559840,,59987,7380,-21.26,,0.99,,
,,22.6,9,559872,,59987,7384,-21.62,,0.98,,
,,21.86,9,560000,,59990,7388,-20.88,,0.98,,
,,23.02,9,560128,,59992,7392,-22.05,,0.97,,
,,22.73,9,560320,,59995,7396,-21.76,,0.97,,
,,23.3,9,560672,,60001,7400,-22.33,,0.97,,
,,24.25,9,560864,,60005,7404,-23.28,,0.97,,
,,25.9,9,560928,,60006,7408,-24.93,,0.97,,
,,26.64,9,560960,,60008,7412,-25.67,,0.97,,
,,26.89,9,560992,,60009,7416,-25.92,,0.97,,
,,27.48,9,561056,,60011,7420,-26.51,,0.97,,
,,27.69,9,561152,,60013,7424,-26.72,,0.97,,
0.0001,-6.627326056361198,27.57,9,561280,17536,60204,7428,-26.6,6.460612013936043,0.97,0.3530538226477802,0.17711987136863172
,,27.17,9,561408,,60207,7432,-26.2,,0.97,,
,,26.91,9,561472,,60210,7436,-25.94,,0.97,,
,,26.39,9,561536,,60211,7440,-25.42,,0.97,,
,,26.12,9,561600,,60213,7444,-25.15,,0.97,,
,,26.37,9,561760,,60217,7448,-25.4,,0.97,,
,,26.78,9,561888,,60221,7452,-25.81,,0.97,,
,,27.0,9,561984,,60224,7456,-26.03,,0.97,,
,,27.02,9,562016,,60225,7460,-26.05,,0.97,,
,,27.04,9,562080,,60227,7464,-26.07,,0.97,,
,,27.14,9,562208,,60230,7468,-26.17,,0.97,,
,,26.64,9,562304,,60232,7472,-25.66,,0.98,,
,,26.75,9,562368,,60234,7476,-25.77,,0.98,,
,,25.97,9,562496,,60237,7480,-24.98,,0.99,,
,,25.74,9,562528,,60238,7484,-24.75,,0.99,,
,,25.82,9,562560,,60239,7488,-24.83,,0.99,,
,,24.12,9,562624,,60241,7492,-23.12,,1.0,,
,,23.96,9,562688,,60244,7496,-22.96,,1.0,,
,,21.89,9,562816,,60248,7500,-20.89,,1.0,,
,,21.89,9,562816,,60248,7504,-20.89,,1.0,,
,,21.03,9,562976,,60252,7508,-20.03,,1.0,,
,,20.08,9,563040,,60254,7512,-19.08,,1.0,,
,,20.07,9,563072,,60255,7516,-19.08,,0.99,,
,,19.37,9,563136,,60256,7520,-18.38,,0.99,,
0.0001,-6.6140690967440605,19.78,9,563232,17600,60449,7524,-18.79,6.382436998188496,0.99,0.39183480525389314,0.1760816411115229
,,19.75,9,563264,,60450,7528,-18.76,,0.99,,
,,20.58,9,563392,,60452,7532,-19.59,,0.99,,
,,21.77,9,563968,,60461,7536,-20.79,,0.98,,
,,22.5,9,564096,,60464,7540,-21.52,,0.98,,
,,23.48,9,564160,,60465,7544,-22.5,,0.98,,
,,23.71,9,564192,,60466,7548,-22.73,,0.98,,
,,23.82,9,564224,,60467,7552,-22.84,,0.98,,
,,24.38,9,564256,,60467,7556,-23.4,,0.98,,
,,24.85,9,564288,,60468,7560,-23.87,,0.98,,
,,24.81,9,564544,,60473,7564,-23.83,,0.98,,
,,24.62,9,564672,,60476,7568,-23.64,,0.98,,
,,24.04,9,564704,,60476,7572,-23.06,,0.98,,
,,24.02,9,564736,,60477,7576,-23.04,,0.98,,
,,23.97,9,564800,,60480,7580,-22.99,,0.98,,
,,24.22,9,564928,,60482,7584,-23.24,,0.98,,
,,24.24,9,565024,,60485,7588,-23.26,,0.98,,
,,24.18,9,565120,,60486,7592,-23.2,,0.98,,
,,24.29,9,565216,,60489,7596,-23.31,,0.98,,
0.0001,-6.598845258355141,24.33,9,565280,17664,60682,7600,-23.35,6.283534877002239,0.98,0.37843459052965045,0.1750490670092404
,,24.46,9,565344,,60684,7604,-23.48,,0.98,,
,,24.92,9,565472,,60687,7608,-23.94,,0.98,,
,,24.91,9,565568,,60690,7612,-23.93,,0.98,,
,,24.22,9,565664,,60693,7616,-23.23,,0.99,,
,,24.07,9,565728,,60695,7620,-23.08,,0.99,,
,,23.41,9,565824,,60697,7624,-22.42,,0.99,,
,,22.78,9,565920,,60700,7628,-21.79,,0.99,,
,,22.85,9,565952,,60700,7632,-21.86,,0.99,,
,,21.65,9,566048,,60703,7636,-20.65,,1.0,,
,,20.35,9,566112,,60705,7640,-19.35,,1.0,,
,,20.85,9,566144,,60706,7644,-19.86,,0.99,,
,,21.01,9,566208,,60708,7648,-20.03,,0.98,,
,,20.83,9,566272,,60710,7652,-19.86,,0.97,,
,,20.66,9,566304,,60711,7656,-19.69,,0.97,,
,,20.95,9,566368,,60714,7660,-19.99,,0.96,,
,,21.64,9,566528,,60717,7664,-20.69,,0.95,,
,,21.87,9,566720,,60721,7668,-20.92,,0.95,,
,,22.27,9,567232,,60729,7672,-21.32,,0.95,,
,,23.08,9,567296,,60730,7676,-22.13,,0.95,,
0.0001,-6.569030351936817,24.01,9,567328,17728,60924,7680,-23.06,6.227138169109821,0.95,0.3547717435285449,0.17402389063499868
,,24.34,9,567360,,60925,7684,-23.39,,0.95,,
,,25.14,9,567392,,60925,7688,-24.19,,0.95,,
,,25.71,9,567424,,60926,7692,-24.76,,0.95,,
,,26.01,9,567520,,60928,7696,-25.06,,0.95,,
,,26.13,9,567744,,60933,7700,-25.18,,0.95,,
,,26.0,9,567840,,60935,7704,-25.05,,0.95,,
,,25.69,9,567872,,60935,7708,-24.74,,0.95,,
,,25.54,9,567936,,60937,7712,-24.59,,0.95,,
,,25.43,9,568000,,60938,7716,-24.48,,0.95,,
,,25.57,9,568128,,60941,7720,-24.62,,0.95,,
,,25.76,9,568192,,60943,7724,-24.81,,0.95,,
,,25.87,9,568320,,60946,7728,-24.92,,0.95,,
,,25.71,9,568352,,60947,7732,-24.76,,0.95,,
,,25.75,9,568384,,60947,7736,-24.8,,0.95,,
,,25.74,9,568416,,60950,7740,-24.79,,0.95,,
,,24.93,9,568480,,60952,7744,-23.97,,0.96,,
,,24.06,9,568608,,60955,7748,-23.09,,0.97,,
,,23.22,9,568704,,60957,7752,-22.24,,0.98,,
,,22.33,9,568800,,60960,7756,-21.34,,0.99,,
,,22.36,9,568832,,60961,7760,-21.37,,0.99,,
,,21.55,9,568864,,60962,7764,-20.55,,1.0,,
,,21.34,9,568928,,60963,7768,-20.34,,1.0,,
,,20.91,9,568992,,60965,7772,-19.91,,1.0,,
,,20.16,9,569120,,60968,7776,-19.16,,1.0,,
,,19.48,9,569216,,60971,7780,-18.48,,1.0,,
,,18.66,9,569280,,60973,7784,-17.66,,1.0,,
0.0001,-6.5389338210225105,18.83,9,569376,17792,61166,7788,-17.83,6.154905080795288,1.0,0.36317154532298446,0.17300857440568507
,,18.16,9,569408,,61167,7792,-17.16,,1.0,,
,,18.42,9,569472,,61169,7796,-17.43,,0.99,,
,,18.43,9,569504,,61170,7800,-17.44,,0.99,,
,,18.43,9,569568,,61172,7804,-17.44,,0.99,,
,,19.27,9,569664,,61175,7808,-18.28,,0.99,,
,,19.39,9,569760,,61177,7812,-18.4,,0.99,,
,,20.38,9,570368,,61188,7816,-19.4,,0.98,,
,,21.1,9,570496,,61191,7820,-20.12,,0.98,,
,,21.87,9,570560,,61192,7824,-20.89,,0.98,,
,,22.79,9,570592,,61193,7828,-21.81,,0.98,,
,,22.79,9,570592,,61193,7832,-21.81,,0.98,,
,,23.58,9,570624,,61194,7836,-22.6,,0.98,,
,,23.89,9,570688,,61195,7840,-22.91,,0.98,,
,,24.06,9,570880,,61199,7844,-23.08,,0.98,,
,,24.07,9,571040,,61202,7848,-23.09,,0.98,,
,,24.03,9,571072,,61203,7852,-23.05,,0.98,,
,,24.02,9,571200,,61205,7856,-23.04,,0.98,,
0.0001,-6.55110877007246,24.51,9,571424,17856,61401,7860,-23.53,6.1181324273347855,0.98,0.36318880738690495,0.17199714644812047
,,24.51,9,571424,,61401,7864,-23.53,,0.98,,
,,24.72,9,571456,,61402,7868,-23.74,,0.98,,
,,25.09,9,571488,,61403,7872,-24.11,,0.98,,
,,25.38,9,571584,,61405,7876,-24.4,,0.98,,
,,25.39,9,571648,,61407,7880,-24.41,,0.98,,
,,25.8,9,571840,,61411,7884,-24.82,,0.98,,
,,24.77,9,571904,,61413,7888,-23.79,,0.98,,
,,24.86,9,571936,,61414,7892,-23.88,,0.98,,
,,23.95,9,571968,,61415,7896,-22.96,,0.99,,
,,23.89,9,572032,,61417,7900,-22.9,,0.99,,
,,24.11,9,572160,,61422,7904,-23.12,,0.99,,
,,23.26,9,572192,,61422,7908,-22.27,,0.99,,
,,23.22,9,572320,,61426,7912,-22.23,,0.99,,
,,22.11,9,572384,,61428,7916,-21.11,,1.0,,
,,21.35,9,572448,,61430,7920,-20.35,,1.0,,
,,21.43,9,572576,,61433,7924,-20.44,,0.99,,
,,21.54,9,572640,,61435,7928,-20.56,,0.98,,
,,21.59,9,572704,,61437,7932,-20.62,,0.97,,
,,21.39,9,572800,,61440,7936,-20.42,,0.97,,
,,21.02,9,572896,,61442,7940,-20.05,,0.97,,
,,20.91,9,573024,,61446,7944,-19.94,,0.97,,
,,22.16,9,573344,,61453,7948,-21.2,,0.96,,
0.0001,-6.546011358499527,23.19,9,573536,17920,61646,7952,-22.23,6.113364711403847,0.96,0.34638836700469255,0.17099189083091915
,,24.25,9,573728,,61650,7956,-23.29,,0.96,,
,,24.25,9,573728,,61650,7960,-23.29,,0.96,,
,,24.82,9,573792,,61651,7964,-23.86,,0.96,,
,,25.07,9,573856,,61653,7968,-24.11,,0.96,,
,,25.51,9,573920,,61656,7972,-24.55,,0.96,,
,,25.49,9,573984,,61657,7976,-24.53,,0.96,,
,,25.27,9,574112,,61660,7980,-24.31,,0.96,,
,,24.95,9,574208,,61662,7984,-23.99,,0.96,,
,,24.95,9,574240,,61663,7988,-23.99,,0.96,,
,,24.84,9,574464,,61666,7992,-23.88,,0.96,,
,,25.12,9,574592,,61669,7996,-24.16,,0.96,,
,,25.29,9,574624,,61670,8000,-24.33,,0.96,,
,,25.59,9,574688,,61671,8004,-24.63,,0.96,,
,,25.49,9,574784,,61673,8008,-24.53,,0.96,,
,,25.62,9,574912,,61676,8012,-24.66,,0.96,,
,,25.83,9,574944,,61677,8016,-24.87,,0.96,,
,,26.16,9,575040,,61679,8020,-25.2,,0.96,,
,,25.65,9,575104,,61681,8024,-24.68,,0.97,,
,,24.74,9,575168,,61683,8028,-23.76,,0.98,,
,,24.74,9,575296,,61686,8032,-23.76,,0.98,,
,,23.66,9,575328,,61688,8036,-22.67,,0.99,,
,,23.54,9,575360,,61689,8040,-22.55,,0.99,,
,,22.5,9,575488,,61692,8044,-21.5,,1.0,,
0.0001,-6.538555197417736,22.11,9,575520,17984,61883,8048,-21.11,6.006519079208374,1.0,0.3301547924056649,0.16998885408975184
,,21.26,9,575584,,61884,8052,-20.26,,1.0,,
,,20.93,9,575712,,61890,8056,-19.94,,0.99,,
,,20.99,9,575744,,61891,8060,-20.01,,0.98,,
,,20.82,9,575776,,61892,8064,-19.84,,0.98,,
,,20.97,9,575872,,61894,8068,-20.0,,0.97,,
,,20.48,9,575936,,61896,8072,-19.51,,0.97,,
,,21.02,9,576000,,61898,8076,-20.06,,0.96,,
,,21.06,9,576064,,61900,8080,-20.1,,0.96,,
,,21.85,9,576768,,61913,8084,-20.89,,0.96,,
,,23.18,9,576896,,61915,8088,-22.22,,0.96,,
,,23.82,9,576928,,61916,8092,-22.86,,0.96,,
,,24.37,9,576960,,61917,8096,-23.41,,0.96,,
,,24.8,9,576992,,61918,8100,-23.84,,0.96,,
,,25.5,9,577024,,61918,8104,-24.54,,0.96,,
,,25.5,9,577024,,61918,8108,-24.54,,0.96,,
,,25.79,9,577312,,61925,8112,-24.83,,0.96,,
,,25.48,9,577376,,61926,8116,-24.52,,0.96,,
,,25.14,9,577408,,61927,8120,-24.18,,0.96,,
,,24.84,9,577440,,61928,8124,-23.88,,0.96,,
,,24.81,9,577472,,61928,8128,-23.85,,0.96,,
,,24.73,9,577504,,61929,8132,-23.77,,0.96,,
0.0001,-6.544455751776695,24.87,9,577696,18048,62123,8136,-23.91,6.0188945308327675,0.96,0.34098508581519127,0.16899143462069333
,,25.0,9,577760,,62126,8140,-24.04,,0.96,,
,,24.92,9,577824,,62127,8144,-23.96,,0.96,,
,,24.92,9,577824,,62127,8148,-23.96,,0.96,,
,,24.91,9,577888,,62129,8152,-23.95,,0.96,,
,,23.91,9,577952,,62130,8156,-22.94,,0.97,,
,,23.23,9,578048,,62132,8160,-22.25,,0.98,,
,,23.27,9,578080,,62133,8164,-22.29,,0.98,,
,,22.32,9,578176,,62135,8168,-21.33,,0.99,,
,,22.15,9,578240,,62136,8172,-21.16,,0.99,,
,,21.32,9,578304,,62138,8176,-20.32,,1.0,,
,,21.14,9,578336,,62139,8180,-20.14,,1.0,,
,,20.61,9,578400,,62141,8184,-19.61,,1.0,,
,,19.69,9,578496,,62143,8188,-18.69,,1.0,,
,,18.97,9,578592,,62146,8192,-17.97,,1.0,,
,,17.88,9,578656,,62148,8196,-16.88,,1.0,,
,,17.13,9,578688,,62149,8200,-16.13,,1.0,,
,,16.6,9,578752,,62151,8204,-15.6,,1.0,,
,,15.73,9,578880,,62154,8208,-14.73,,1.0,,
,,15.49,9,578944,,62156,8212,-14.49,,1.0,,
,,16.34,9,579008,,62159,8216,-15.35,,0.99,,
,,17.21,9,579040,,62160,8220,-16.23,,0.98,,
,,17.31,9,579072,,62161,8224,-16.33,,0.98,,
,,18.22,9,579200,,62165,8228,-17.24,,0.98,,
,,18.27,9,579232,,62165,8232,-17.29,,0.98,,
,,18.13,9,579328,,62168,8236,-17.15,,0.98,,
0.0001,-6.542328260838985,18.41,9,579968,18112,62371,8240,-17.43,5.993560336530209,0.98,0.3494838709011674,0.16799792647361755
,,19.14,9,580096,,62375,8244,-18.16,,0.98,,
,,20.26,9,580128,,62375,8248,-19.28,,0.98,,
,,21.77,9,580192,,62377,8252,-20.79,,0.98,,
,,21.77,9,580192,,62377,8256,-20.79,,0.98,,
,,22.52,9,580224,,62378,8260,-21.54,,0.98,,
,,22.94,9,580256,,62378,8264,-21.96,,0.98,,
,,23.24,9,580576,,62384,8268,-22.26,,0.98,,
,,23.24,9,580608,,62385,8272,-22.26,,0.98,,
,,23.24,9,580640,,62385,8276,-22.26,,0.98,,
,,23.28,9,580672,,62386,8280,-22.3,,0.98,,
,,23.25,9,580704,,62387,8284,-22.27,,0.98,,
,,23.49,9,580896,,62390,8288,-22.51,,0.98,,
,,23.65,9,580992,,62394,8292,-22.67,,0.98,,
,,24.0,9,581056,,62395,8296,-23.02,,0.98,,
,,23.93,9,581088,,62396,8300,-22.95,,0.98,,
,,23.94,9,581152,,62397,8304,-22.96,,0.98,,
,,23.97,9,581184,,62398,8308,-22.99,,0.98,,
,,23.92,9,581248,,62399,8312,-22.94,,0.98,,
,,23.15,9,581408,,62402,8316,-22.16,,0.99,,
,,22.25,9,581472,,62404,8320,-21.25,,1.0,,
,,22.13,9,581504,,62405,8324,-21.13,,1.0,,
,,21.23,9,581568,,62406,8328,-20.23,,1.0,,
,,21.26,9,581632,,62408,8332,-20.26,,1.0,,
0.0001,-6.537040434777737,21.11,9,581696,18176,62601,8336,-20.11,5.968826502561569,1.0,0.31918334355577826,0.1670102661009878
,,20.63,9,581824,,62604,8340,-19.63,,1.0,,
,,19.97,9,581888,,62606,8344,-18.97,,1.0,,
,,19.15,9,581920,,62607,8348,-18.15,,1.0,,
,,18.32,9,582048,,62610,8352,-17.32,,1.0,,
,,17.62,9,582144,,62613,8356,-16.62,,1.0,,
,,17.81,9,582176,,62614,8360,-16.82,,0.99,,
,,18.29,9,582240,,62616,8364,-17.31,,0.98,,
,,18.74,9,582304,,62617,8368,-17.77,,0.97,,
,,18.84,9,582400,,62620,8372,-17.87,,0.97,,
,,19.0,9,582496,,62623,8376,-18.03,,0.97,,
,,20.09,9,582624,,62627,8380,-19.13,,0.96,,
,,20.96,9,583200,,62640,8384,-20.0,,0.96,,
,,21.73,9,583296,,62643,8388,-20.77,,0.96,,
,,22.74,9,583360,,62645,8392,-21.78,,0.96,,
,,23.02,9,583392,,62646,8396,-22.06,,0.96,,
,,23.25,9,583424,,62647,8400,-22.29,,0.96,,
