time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_len_mean,train/ent_coef
7568,-58.87,27202,672832,,24,,,,0.05,,58.92,
7572,-58.62,27206,672992,,24,,,,0.05,,58.67,
7576,-58.07,27210,673216,,24,,,,0.06,,58.13,
7580,-57.28,27217,673568,,24,,,,0.07,,57.35,
7584,-56.93,27222,673792,,24,,,,0.07,,57.0,
7588,-56.55,27270,674208,-9.516480162739754,24,0.0001,0.19955294684041291,21056,0.08,10.837183028459549,56.63,0.12311358703300357
7592,-56.6,27273,674368,,24,,,,0.07,,56.67,
7596,-56.78,27279,674688,,24,,,,0.07,,56.85,
7600,-57.13,27284,674912,,24,,,,0.07,,57.2,
7604,-57.5,27289,675168,,24,,,,0.07,,57.57,
7608,-57.85,27290,675232,,24,,,,0.07,,57.92,
7612,-57.63,27292,675328,,24,,,,0.08,,57.71,
7616,-57.83,27299,675744,,24,,,,0.08,,57.91,
7620,-58.11,27344,675968,-9.528975024819374,24,0.0001,0.1940313051454723,21120,0.08,10.840375140309334,58.19,0.12234773940872401
7624,-58.7,27350,676192,,24,,,,0.06,,58.76,
7628,-58.77,27355,676512,,24,,,,0.06,,58.83,
7632,-58.61,27359,676704,,24,,,,0.06,,58.67,
7636,-57.76,27363,676896,,24,,,,0.07,,57.83,
7640,-58.03,27370,677312,,24,,,,0.06,,58.09,
7644,-58.56,27373,677440,,24,,,,0.05,,58.61,
7648,-58.35,27378,677760,,24,,,,0.05,,58.4,
7652,-58.45,27424,677920,-9.528943315148354,24,0.0001,0.18960079946555197,21184,0.05,10.81762632727623,58.5,0.12158756027929485
7656,-58.53,27428,678144,,24,,,,0.05,,58.58,
7660,-58.76,27436,678592,,24,,,,0.05,,58.81,
7664,-58.81,27438,678688,,24,,,,0.05,,58.86,
7668,-59.23,27442,678880,,24,,,,0.05,,59.28,
7672,-59.61,27445,679040,,24,,,,0.05,,59.66,
7676,-59.8,27448,679200,,24,,,,0.04,,59.84,
7680,-60.12,27454,679456,,24,,,,0.03,,60.15,
7684,-59.75,27457,679648,,24,,,,0.03,,59.78,
7688,-59.74,27505,680000,-9.550918862223625,24,0.0001,0.1917170889209956,21248,0.02,10.840650081634521,59.76,0.12083268153946847
7692,-59.42,27514,680512,,24,,,,0.03,,59.45,
7696,-59.31,27519,680704,,24,,,,0.03,,59.34,
7700,-59.23,27522,680864,,24,,,,0.03,,59.26,
7704,-59.0,27526,681056,,24,,,,0.03,,59.03,
7708,-58.62,27531,681376,,24,,,,0.04,,58.66,
7712,-59.35,27533,681472,,24,,,,0.03,,59.38,
7716,-59.42,27536,681664,,24,,,,0.03,,59.45,
7720,-59.61,27539,681792,,24,,,,0.03,,59.64,
7724,-59.71,27588,682144,-9.574959069490433,24,0.0001,0.2031847673933953,21312,0.03,10.83528034389019,59.74,0.12008072494063526
7728,-59.44,27593,682432,,24,,,,0.03,,59.47,
7732,-59.27,27597,682624,,24,,,,0.03,,59.3,
7736,-59.81,27600,682816,,24,,,,0.02,,59.83,
7740,-59.14,27604,683008,,24,,,,0.03,,59.17,
7744,-58.73,27607,683168,,24,,,,0.03,,58.76,
7748,-58.09,27611,683392,,24,,,,0.04,,58.13,
7752,-58.1,27619,683776,,24,,,,0.04,,58.14,
7756,-58.22,27667,684160,-9.584194272756577,24,0.0001,0.18915714009199291,21376,0.04,10.851287811994553,58.26,0.11933376581873745
7760,-58.39,27673,684480,,24,,,,0.04,,58.43,
7764,-58.44,27676,684640,,24,,,,0.04,,58.48,
7768,-58.52,27680,684896,,24,,,,0.04,,58.56,
7772,-58.3,27683,685024,,24,,,,0.04,,58.34,
7776,-58.84,27686,685120,,24,,,,0.04,,58.88,
7780,-59.14,27690,685344,,24,,,,0.04,,59.18,
7784,-59.42,27693,685472,,24,,,,0.04,,59.46,
7788,-59.45,27698,685792,,24,,,,0.04,,59.49,
7792,-59.14,27745,686144,-9.562662065029144,24,0.0001,0.20433689886704087,21440,0.03,10.813718274235725,59.17,0.11859239474870265
7796,-58.86,27747,686240,,24,,,,0.03,,58.89,
7800,-58.62,27758,686816,,24,,,,0.03,,58.65,
7804,-58.54,27762,687008,,24,,,,0.03,,58.57,
7808,-58.87,27764,687136,,24,,,,0.02,,58.89,
7812,-58.87,27770,687488,,24,,,,0.02,,58.89,
7816,-58.8,27772,687584,,24,,,,0.02,,58.82,
7820,-58.8,27777,687904,,24,,,,0.02,,58.82,
7824,-59.04,27780,688032,,24,,,,0.02,,59.06,
7828,-59.23,27826,688224,-9.580915570259094,24,0.0001,0.18880437826737761,21504,0.02,10.835150301456451,59.25,0.11785727855749428
7832,-59.27,27832,688544,,24,,,,0.02,,59.29,
7836,-58.92,27834,688640,,24,,,,0.02,,58.94,
7840,-59.27,27838,688832,,24,,,,0.01,,59.28,
7844,-58.96,27841,688992,,24,,,,0.01,,58.97,
7848,-59.02,27845,689184,,24,,,,0.0,,59.02,
7852,-58.34,27849,689440,,24,,,,0.0,,58.34,
7856,-58.03,27858,689952,,24,,,,0.0,,58.03,
7860,-57.95,27907,690368,-9.56862922012806,24,0.0001,0.18960787844844162,21568,0.0,10.835880935192108,57.95,0.1171268813777715
7864,-57.97,27909,690496,,24,,,,0.0,,57.97,
7868,-57.56,27914,690752,,24,,,,0.01,,57.57,
7872,-57.91,27915,690816,,24,,,,0.01,,57.92,
7876,-57.9,27921,691040,,24,,,,0.01,,57.91,
7880,-57.62,27924,691232,,24,,,,0.02,,57.64,
7884,-57.83,27926,691328,,24,,,,0.02,,57.85,
7888,-58.0,27933,691712,,24,,,,0.02,,58.02,
7892,-58.35,27937,691936,,24,,,,0.02,,58.37,
7896,-58.35,27939,692032,,24,,,,0.02,,58.37,
7900,-58.09,27985,692352,-9.594417154788971,24,0.0001,0.20198459725361317,21632,0.02,10.838005259633064,58.11,0.11640168621670455
7904,-57.73,27988,692416,,24,,,,0.02,,57.75,
7908,-57.06,27994,692736,,24,,,,0.02,,57.08,
7912,-56.38,27999,693024,,24,,,,0.03,,56.41,
7916,-56.17,28003,693248,,24,,,,0.03,,56.2,
7920,-56.29,28009,693600,,24,,,,0.03,,56.32,
7924,-56.43,28016,694016,,24,,,,0.03,,56.46,
7928,-56.22,28017,694048,,24,,,,0.04,,56.26,
7932,-56.47,28020,694208,,24,,,,0.04,,56.51,
7936,-56.92,28065,694336,-9.558070108294487,24,0.0001,0.1935676719294861,21696,0.04,10.817694008350372,56.96,0.11568132159300148
7940,-57.31,28070,694624,,24,,,,0.04,,57.35,
7944,-57.49,28073,694752,,24,,,,0.04,,57.53,
7948,-57.85,28078,695008,,24,,,,0.04,,57.89,
7952,-57.95,28084,695360,,24,,,,0.04,,57.99,
7956,-57.49,28087,695520,,24,,,,0.04,,57.53,
7960,-57.09,28093,695808,,24,,,,0.04,,57.13,
7964,-56.8,28096,695936,,24,,,,0.04,,56.84,
7968,-56.75,28103,696320,,24,,,,0.04,,56.79,
7972,-56.7,28149,696608,-9.556773781776428,24,0.0001,0.1929232015972957,21760,0.04,10.773819640278816,56.74,0.11496730498038232
7976,-56.22,28153,696800,,24,,,,0.05,,56.27,
7980,-56.38,28159,697024,,24,,,,0.05,,56.43,
7984,-56.66,28164,697312,,24,,,,0.04,,56.7,
7988,-56.53,28166,697440,,24,,,,0.05,,56.58,
7992,-56.65,28168,697536,,24,,,,0.05,,56.7,
7996,-56.9,28172,697760,,24,,,,0.05,,56.95,
8000,-57.15,28174,697856,,24,,,,0.05,,57.2,
8004,-57.26,28181,698272,,24,,,,0.05,,57.31,
8008,-57.37,28227,698432,-9.540787100791931,24,0.0001,0.20445353421382606,21824,0.05,10.745644345879555,57.42,0.11425983300432563
8012,-57.52,28231,698624,,24,,,,0.04,,57.56,
8016,-57.02,28237,698944,,24,,,,0.04,,57.06,
8020,-56.4,28239,699072,,24,,,,0.04,,56.44,
8024,-56.15,28243,699296,,24,,,,0.04,,56.19,
8028,-56.32,28248,699552,,24,,,,0.03,,56.35,
8032,-56.34,28254,699872,,24,,,,0.03,,56.37,
8036,-56.38,28261,700192,,24,,,,0.03,,56.41,
